timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-25T01:30:00,38.572,0.875,671.003,198.602
2023-10-25T01:35:00,51.496,0.969,902.925,351.541
2023-10-25T01:40:00,85.424,0.956,2388.119,1710.714
2023-10-25T01:45:00,70.41,0.982,952.476,909.3
2023-10-25T01:50:00,66.675,0.925,531.099,691.888
2023-10-25T01:55:00,64.751,1.002,298.516,774.79
2023-10-25T02:00:00,70.611,1.003,735.1,992.493
2023-10-25T02:05:00,63.902,1.004,511.474,827.767
2023-10-25T02:10:00,67.955,0.998,452.755,900.025
2023-10-25T02:15:00,74.375,0.956,1277.263,944.855
2023-10-25T02:20:00,79.852,1.005,1227.092,1584.93
2023-10-25T02:25:00,84.473,0.987,6387.49,1816.58
2023-10-25T02:30:00,74.945,0.945,2294.262,1348.376
2023-10-25T02:35:00,100.298,0.846,2100.328,2528.475
2023-10-25T02:40:00,84.663,0.97,1393.877,1506.644
2023-10-25T02:45:00,84.745,0.9,1496.615,2037.283
2023-10-25T02:50:00,64.113,0.982,486.88,808.481
2023-10-25T02:55:00,59.347,1.004,1516.954,780.981
2023-10-25T03:00:00,58.787,1.003,1093.518,691.181
2023-10-25T03:05:00,60.46,1.002,431.451,829.8
2023-10-25T03:10:00,58.702,0.905,879.217,735.404
2023-10-25T03:15:00,82.498,1.007,1088.37,1648.263
2023-10-25T03:20:00,96.799,0.714,1416.377,1748.719
2023-10-25T03:40:00,81.717,0.885,2984.567,1390.113
2023-10-25T03:45:00,87.484,0.996,3084.56,1284.865
2023-10-25T03:50:00,100.617,0.919,8125.844,2276.519
2023-10-25T03:55:00,101.292,0.932,3439.944,2035.37
2023-10-25T04:00:00,98.894,0.957,3016.18,2981.623
2023-10-25T04:05:00,90.164,0.867,2504.294,1562.684
2023-10-25T04:55:00,96.706,1.006,1223.126,2240.318
2023-10-25T05:00:00,94.281,1.004,670.957,2002.007
2023-10-25T05:05:00,90.56,1.005,650.699,1990.322
2023-10-25T05:10:00,98.787,0.915,3036.802,2238.893
2023-10-25T05:15:00,89.256,1.003,5378.085,1811.02
2023-10-25T05:20:00,84.605,1.004,1017.229,1759.473
2023-10-25T05:25:00,87.103,0.99,2410.469,1476.671
2023-10-25T05:30:00,81.657,0.976,6950.41,1167.6
2023-10-25T05:35:00,61.629,0.964,3148.42,698.487
2023-10-25T05:40:00,67.183,0.889,4103.718,730.914
2023-10-25T05:45:00,98.664,0.935,10036.201,1289.015
2023-10-25T05:50:00,89.396,0.941,3258.793,2011.82
2023-10-25T05:55:00,85.769,0.926,3373.165,1571.756
2023-10-25T06:00:00,82.597,0.945,3870.418,1325.236
2023-10-25T06:05:00,82.201,0.921,6089.169,1117.739
2023-10-25T06:10:00,83.624,0.895,3831.9,960.061
2023-10-25T06:15:00,96.233,0.889,2250.788,1370.314
2023-10-25T06:20:00,76.184,0.934,3405.316,1091.839
2023-10-25T06:25:00,91.743,0.953,7402.968,1777.543
2023-10-25T06:30:00,88.505,0.939,4665.46,1792.01
2023-10-25T06:35:00,85.412,0.938,4133.03,1691.563
2023-10-25T06:40:00,83.549,0.99,1265.303,1320.926
2023-10-25T06:45:00,81.027,1.002,2413.338,1373.101
2023-10-25T06:50:00,75.486,1.005,612.805,1146.996
2023-10-25T06:55:00,75.307,1.003,1442.523,1177.597
2023-10-25T07:00:00,73.916,1.006,850.676,1126.675
2023-10-25T07:05:00,91.738,0.914,5694.026,1375.08
2023-10-25T07:25:00,94.877,0.884,6149.402,1924.343
2023-10-25T07:30:00,101.467,0.765,6137.691,2348.531
2023-10-25T07:35:00,90.014,0.94,5285.509,2174.013
2023-10-25T07:40:00,59.109,0.976,3618.75,862.315
2023-10-25T07:45:00,47.693,0.934,3004.53,400.812
2023-10-25T07:50:00,89.568,0.863,9296.736,935.767
