timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-12T01:55:00,77.669,0.845,2943.116,889.628
2023-10-12T02:00:00,64.251,0.9,932.444,739.289
2023-10-12T02:05:00,59.832,0.966,627.86,751.058
2023-10-12T02:10:00,52.659,0.96,342.476,589.914
2023-10-12T02:15:00,53.346,0.978,416.378,681.15
2023-10-12T02:20:00,56.91,0.974,997.011,659.123
2023-10-12T02:25:00,56.978,0.944,629.789,794.153
2023-10-12T02:30:00,93.434,0.877,7470.686,2142.642
2023-10-12T02:35:00,90.648,0.952,2419.561,1465.311
2023-10-12T02:40:00,85.406,0.988,920.069,1532.268
2023-10-12T02:45:00,75.325,0.988,1346.002,1608.603
2023-10-12T02:50:00,81.682,0.957,6279.075,1643.522
2023-10-12T02:55:00,72.326,0.974,9338.716,1427.643
2023-10-12T03:00:00,65.243,0.952,2945.154,1352.498
2023-10-12T03:05:00,49.062,0.982,905.094,674.863
2023-10-12T03:10:00,54.427,0.866,2736.612,731.386
2023-10-12T03:15:00,73.556,0.997,776.572,1541.012
2023-10-12T03:20:00,77.082,1.003,297.185,2252.384
2023-10-12T03:25:00,87.648,0.972,1147.905,2357.558
2023-10-12T03:30:00,92.822,0.98,676.308,2679.163
2023-10-12T03:35:00,69.177,0.909,909.271,1130.799
2023-10-12T03:40:00,54.988,0.988,374.042,766.302
2023-10-12T03:45:00,57.638,1.003,386.79,786.488
2023-10-12T03:50:00,57.796,1.006,567.307,799.943
2023-10-12T03:55:00,59.392,0.979,580.777,869.308
2023-10-12T04:00:00,65.037,0.998,501.59,1131.591
2023-10-12T04:05:00,70.793,0.815,3127.135,457.156
2023-10-12T04:10:00,79.723,0.978,7212.777,1208.21
2023-10-12T04:15:00,78.075,0.981,1976.11,1482.366
2023-10-12T04:20:00,92.546,1.003,9416.877,2049.991
2023-10-12T04:25:00,72.886,0.991,1518.834,1447.431
2023-10-12T04:30:00,76.506,0.987,7753.0,1119.48
2023-10-12T04:35:00,89.09,1.002,1944.656,2348.941
2023-10-12T04:40:00,62.503,0.977,5059.781,754.312
2023-10-12T04:45:00,39.758,0.975,2520.228,308.349
2023-10-12T04:50:00,78.236,0.912,8067.436,1798.067
2023-10-12T04:55:00,71.594,0.905,5534.621,1518.463
2023-10-12T05:00:00,63.179,0.814,2708.538,1030.112
2023-10-12T05:05:00,66.239,0.885,3830.58,1068.992
2023-10-12T05:10:00,60.838,0.798,948.14,702.924
2023-10-12T05:15:00,66.031,0.933,2037.73,891.834
2023-10-12T06:10:00,70.015,1.001,3458.524,996.028
2023-10-12T06:15:00,68.725,1.006,1498.95,1277.841
2023-10-12T06:20:00,83.572,0.907,7750.602,1723.972
2023-10-12T06:25:00,63.307,0.976,3383.928,754.463
2023-10-12T06:30:00,80.133,0.955,2069.847,1804.492
2023-10-12T06:35:00,83.965,0.911,7935.035,1951.504
2023-10-12T06:40:00,83.516,0.997,5041.282,1528.833
2023-10-12T06:45:00,67.713,0.917,3589.603,816.22
2023-10-12T06:50:00,68.107,0.886,2514.181,1371.318
2023-10-12T06:55:00,92.494,0.766,5216.085,1057.721
2023-10-12T07:00:00,73.997,0.877,2490.787,1293.039
2023-10-12T07:05:00,72.488,0.927,6258.949,1455.179
2023-10-12T07:10:00,77.698,0.855,3285.916,1572.059
2023-10-12T07:15:00,74.438,0.928,2505.56,1576.77
2023-10-12T07:20:00,67.727,0.856,6720.592,1220.412
2023-10-12T07:25:00,55.856,0.998,864.133,809.94
2023-10-12T07:30:00,51.812,0.992,825.897,586.693
2023-10-12T07:35:00,51.79,0.897,1023.238,396.567
2023-10-12T07:40:00,63.125,1.006,838.232,905.944
2023-10-12T07:45:00,63.99,0.848,1398.512,692.725
2023-10-12T07:50:00,72.867,0.989,4462.174,1297.531
2023-10-12T07:55:00,78.417,0.881,6710.573,957.903
2023-10-12T08:10:00,84.609,0.877,2423.045,1734.56
