timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-23T01:40:00,79.256,0.799,3994.952,1726.546
2023-10-23T01:45:00,87.841,0.95,1110.618,1358.003
2023-10-23T01:50:00,98.801,0.951,3097.38,2815.155
2023-10-23T01:55:00,92.286,1.002,272.947,1316.064
2023-10-23T02:00:00,94.15,0.993,300.837,1981.135
2023-10-23T02:05:00,102.412,1.006,994.472,2276.001
2023-10-23T02:10:00,103.365,0.988,541.878,1998.671
2023-10-23T02:15:00,99.01,0.997,427.181,2169.884
2023-10-23T02:20:00,99.776,0.996,574.543,1898.345
2023-10-23T02:25:00,121.79,0.982,957.577,4488.379
2023-10-23T02:30:00,111.853,1.001,678.783,3168.027
2023-10-23T02:35:00,129.471,1.005,790.226,4112.237
2023-10-23T02:40:00,97.114,0.939,6121.156,1890.944
2023-10-23T02:45:00,78.464,0.962,5993.12,1980.073
2023-10-23T02:50:00,78.268,0.893,6615.527,1405.43
2023-10-23T02:55:00,98.267,0.834,2011.801,2122.638
2023-10-23T03:00:00,71.885,0.919,9861.941,1035.343
2023-10-23T03:05:00,115.516,0.962,553.1,4155.233
2023-10-23T03:10:00,96.649,0.979,287.315,2293.473
2023-10-23T03:15:00,115.115,0.919,3457.135,3978.942
2023-10-23T03:20:00,92.038,1.001,611.929,2421.619
2023-10-23T03:25:00,94.995,1.006,416.04,2106.001
2023-10-23T03:30:00,106.42,0.956,427.601,2983.945
2023-10-23T03:35:00,84.271,0.94,2371.294,1517.215
2023-10-23T03:40:00,92.084,0.883,7779.678,1478.422
2023-10-23T03:45:00,88.363,0.965,1370.235,1876.783
2023-10-23T03:50:00,65.676,0.946,4506.855,798.38
2023-10-23T03:55:00,94.021,0.889,4998.894,2066.838
2023-10-23T04:00:00,74.925,0.925,5969.837,1323.984
2023-10-23T04:05:00,106.47,0.894,3186.519,2115.479
2023-10-23T04:10:00,99.352,0.918,1846.173,1494.534
2023-10-23T04:15:00,112.514,0.898,3453.589,2128.852
2023-10-23T04:20:00,102.01,0.782,3051.179,2248.424
2023-10-23T04:25:00,103.846,0.961,895.417,2190.912
2023-10-23T04:30:00,103.749,0.981,2213.191,1845.491
2023-10-23T04:35:00,101.36,0.999,1623.659,2522.711
2023-10-23T04:40:00,94.736,1.005,1230.03,1771.897
2023-10-23T04:45:00,106.664,0.979,2886.085,2855.046
2023-10-23T04:50:00,130.041,0.916,4334.021,4489.173
2023-10-23T04:55:00,100.109,0.862,2621.1,1891.422
2023-10-23T05:00:00,91.248,1.0,1134.845,1644.384
2023-10-23T05:05:00,97.13,0.995,914.52,1669.674
2023-10-23T05:10:00,93.989,1.004,4266.877,1724.301
2023-10-23T05:15:00,94.104,1.005,1041.315,1656.981
2023-10-23T05:20:00,292.266,0.896,12120.06,8027.759
2023-10-23T05:25:00,97.149,0.995,7924.379,2444.913
2023-10-23T05:30:00,89.441,0.987,10496.83,1364.529
2023-10-23T05:35:00,99.282,0.925,6277.39,1944.385
2023-10-23T05:40:00,101.49,0.991,5625.932,2600.521
2023-10-23T05:45:00,88.922,0.955,2224.61,1613.512
2023-10-23T05:50:00,70.878,0.928,1636.999,1152.007
2023-10-23T05:55:00,117.836,0.824,9617.871,2684.869
2023-10-23T06:00:00,96.467,0.879,15994.569,1016.217
2023-10-23T06:05:00,85.684,0.98,8246.27,1438.38
2023-10-23T06:10:00,82.598,0.994,2201.885,1831.071
2023-10-23T06:15:00,79.528,0.992,1199.422,1419.762
2023-10-23T06:20:00,85.845,1.003,742.099,1803.313
2023-10-23T06:25:00,89.158,1.006,1047.457,1668.629
2023-10-23T06:30:00,91.05,1.0,830.986,1883.436
2023-10-23T06:35:00,110.935,1.001,9693.779,2230.458
2023-10-23T06:40:00,112.502,0.999,1109.584,2809.414
2023-10-23T06:45:00,101.024,0.944,1795.199,1793.417
2023-10-23T06:50:00,143.192,0.916,8563.365,3185.582
2023-10-23T06:55:00,120.673,1.003,2418.412,3455.582
2023-10-23T07:00:00,110.852,0.908,11336.722,2318.967
2023-10-23T07:05:00,122.842,0.968,8527.542,2682.439
2023-10-23T07:10:00,97.202,0.971,3632.134,1540.736
2023-10-23T07:15:00,100.158,0.924,2705.363,1909.41
2023-10-23T07:20:00,116.809,0.88,5970.736,2553.342
2023-10-23T07:25:00,112.871,0.767,8322.023,1079.778
2023-10-23T07:30:00,101.063,0.932,4000.739,1912.946
2023-10-23T07:35:00,100.616,0.964,4194.485,2090.709
2023-10-23T07:40:00,98.085,1.002,5948.863,2346.209
2023-10-23T07:45:00,99.687,0.908,4422.193,2113.487
2023-10-23T07:50:00,113.46,1.005,3444.003,2818.818
2023-10-23T07:55:00,129.443,0.937,6280.946,3303.846
2023-10-23T08:00:00,85.563,0.781,6081.377,1732.113
2023-10-23T08:05:00,86.982,0.906,1460.744,1244.36
