timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-26T01:45:00,90.168,0.735,4883.41,1012.174
2023-10-26T01:50:00,85.939,0.856,3627.156,1724.528
2023-10-26T01:55:00,96.265,0.879,644.033,1570.755
2023-10-26T02:00:00,94.025,0.911,1553.221,2156.82
2023-10-26T02:05:00,84.519,0.913,2800.502,1070.936
2023-10-26T02:10:00,72.921,0.914,5356.273,791.931
2023-10-26T02:15:00,66.603,0.972,1088.093,839.932
2023-10-26T02:20:00,68.76,0.924,501.595,898.999
2023-10-26T02:25:00,76.481,0.886,3655.875,1157.015
2023-10-26T02:30:00,72.58,0.968,1745.834,1018.904
2023-10-26T02:35:00,71.667,0.987,391.367,1225.958
2023-10-26T02:40:00,71.951,1.003,598.846,1165.305
2023-10-26T02:45:00,101.687,0.946,1226.541,3283.734
2023-10-26T02:50:00,69.517,1.003,503.454,1363.093
2023-10-26T02:55:00,71.717,0.9,527.061,1319.081
2023-10-26T03:00:00,91.5,0.96,1765.516,1808.168
2023-10-26T03:05:00,62.296,0.973,2817.758,931.694
2023-10-26T03:10:00,58.403,0.921,3831.9,889.176
2023-10-26T03:15:00,48.238,0.948,2021.519,431.81
2023-10-26T03:20:00,89.671,1.005,2390.481,2473.647
2023-10-26T03:25:00,76.989,0.999,628.348,1673.877
2023-10-26T03:30:00,62.59,0.946,337.171,956.095
2023-10-26T03:35:00,66.291,0.974,376.189,1582.993
2023-10-26T03:40:00,71.046,1.001,456.822,1232.875
2023-10-26T03:45:00,69.695,0.989,641.602,1336.013
2023-10-26T03:50:00,69.325,1.002,413.116,1228.611
2023-10-26T03:55:00,71.387,0.951,2799.991,830.426
2023-10-26T04:00:00,93.494,0.986,2921.632,1972.682
2023-10-26T04:05:00,74.523,0.956,737.449,1642.78
2023-10-26T04:10:00,78.96,0.944,2086.898,1244.62
2023-10-26T04:15:00,66.273,0.985,2541.719,1114.843
2023-10-26T04:20:00,58.35,0.897,3584.692,2773.98
2023-10-26T04:25:00,62.588,0.907,1771.714,730.923
2023-10-26T04:30:00,64.586,0.93,1798.922,899.972
2023-10-26T04:35:00,70.565,0.954,2097.988,1565.467
2023-10-26T04:40:00,89.283,0.954,4193.845,2931.179
2023-10-26T04:45:00,95.319,0.963,2396.446,3024.944
2023-10-26T04:50:00,67.109,0.995,980.243,1187.588
2023-10-26T04:55:00,66.061,0.964,378.324,1023.407
2023-10-26T05:00:00,72.405,0.982,2184.712,1159.907
2023-10-26T05:05:00,64.125,1.003,957.189,802.532
2023-10-26T05:10:00,65.471,0.988,333.794,1086.276
2023-10-26T05:15:00,62.997,1.004,376.115,891.461
2023-10-26T05:20:00,93.41,0.889,3631.79,1996.774
2023-10-26T05:25:00,83.632,0.904,9598.654,2062.746
2023-10-26T05:30:00,81.762,1.005,1150.019,1775.493
2023-10-26T05:35:00,73.802,0.954,690.724,1289.281
2023-10-26T05:40:00,79.254,0.997,1438.151,1450.185
2023-10-26T05:45:00,75.42,0.854,2910.59,1178.389
2023-10-26T05:50:00,68.857,0.888,4788.393,770.787
2023-10-26T05:55:00,59.885,0.892,2644.096,777.291
2023-10-26T06:00:00,44.932,0.892,2833.894,266.823
2023-10-26T06:05:00,75.666,0.793,2682.648,2207.87
2023-10-26T06:10:00,78.248,0.776,7246.817,1395.379
2023-10-26T06:15:00,66.306,0.962,1326.107,1104.725
2023-10-26T06:20:00,64.16,0.997,1197.48,911.529
2023-10-26T06:25:00,65.436,0.979,1446.374,1069.843
2023-10-26T06:30:00,58.49,0.994,302.653,899.658
2023-10-26T06:35:00,63.849,0.969,739.513,812.323
2023-10-26T06:40:00,67.03,0.957,1584.489,1104.773
2023-10-26T06:45:00,61.887,0.946,2023.898,979.276
2023-10-26T06:50:00,97.238,0.913,4129.223,2595.289
2023-10-26T06:55:00,84.227,0.911,3722.54,2852.646
2023-10-26T07:00:00,81.974,0.884,3846.627,1818.36
2023-10-26T07:05:00,58.668,0.807,2452.054,403.018
2023-10-26T07:10:00,86.166,0.787,6604.237,1482.041
2023-10-26T07:15:00,79.192,0.804,2343.634,1388.84
2023-10-26T07:20:00,67.212,0.802,1461.932,1140.385
2023-10-26T07:25:00,69.737,0.865,2793.436,2054.294
2023-10-26T07:30:00,63.177,0.903,1031.227,996.095
2023-10-26T07:35:00,64.066,0.921,2678.01,860.47
2023-10-26T07:40:00,55.867,0.916,2137.004,574.356
2023-10-26T07:45:00,67.894,0.914,3196.53,2061.468
2023-10-26T07:50:00,69.486,0.92,3323.923,1244.404
2023-10-26T07:55:00,69.151,0.866,3092.895,1175.176
